Add_SiGu,Add_Dong,Add_Bunji,Add_Ho,Add_Detail,Add_ZipNum,Lati,Longt,Facility,Open_year,F_Speed,SA_Voc,PSTN,Internet,TV,VoIP,BS_YN,Business_Sale
서울특별시 서초구,반포동,6,10,반포힐탑 239동 994호,6504,37.5045,126.9903,Ntopia,2018,100M,1,O,O,X,X,N,TV
서울특별시 서초구,서초동,1498,4,서초빌딩 5층,6690,37.4915,127.0299,FTTH,2020,100M,6,O,O,O,O,N,None
서울특별시 서초구,서초동,1456-20-2,4,반포센트럴 12층,6690,37.498,127.0244,FTTH,2022,500M,0,X,O,O,O,N,None
서울특별시 서초구,우면동,752,1,방배로얄 12층,6762,37.4615,127.0241,Ntopia,2015,1G,5,O,O,O,O,N,None
서울특별시 서초구,내곡동,619-15-3,9,서초그랑자이 13층,6800,37.4592,127.0432,FTTH,2018,500M,8,X,X,X,O,N,None
서울특별시 서초구,내곡동,690,2,반포센트럴 3층,6800,37.4507,127.0497,FTTH,2016,500M,15,X,O,O,O,Y,None
서울특별시 서초구,방배동,820,10,잠원파크빌 461동 2063호,6692,37.4877,126.9923,Ntopia,2025,1G,0,X,O,X,O,N,TV
서울특별시 서초구,우면동,729,6,우면프라임 794동 126호,6762,37.4625,127.0226,FTTH,2021,1G,2,X,X,X,X,N,None
서울특별시 서초구,서초동,1369,4,염곡힐스테이트 2층,6690,37.4902,127.0277,FTTH,2018,1G,12,O,X,X,O,N,None
서울특별시 서초구,방배동,811,8,반포리체 6층,6692,37.4838,126.9956,Ntopia,2016,500M,9,O,X,O,O,N,None
서울특별시 서초구,잠원동,89,4,방배그랑시티 22층,6510,37.5168,127.0048,FTTH,2019,500M,8,O,O,O,X,N,None
서울특별시 서초구,신원동,384,7,서초파크자이 890동 2996호,6765,37.469,127.0419,Ntopia,2025,500M,13,O,X,O,O,N,None
서울특별시 서초구,양재동,392-2,8,방배센트럴파크 8층,6747,37.4792,127.0356,FTTH,2022,1G,5,O,X,O,X,N,None
서울특별시 서초구,서초동,1412-2,1,강남오피스텔 2층,6690,37.4984,127.0261,FTTH,2024,500M,6,O,X,X,O,N,None
서울특별시 서초구,서초동,1408,5,삼성아파트 694동 760호,6690,37.4904,127.0286,FTTH,2020,500M,11,O,O,O,O,Y,None
서울특별시 서초구,서초동,1491,8,신원로얄 15층,6690,37.4915,127.0254,Ntopia,2021,1G,15,X,O,O,O,Y,None
서울특별시 서초구,방배동,984,5,서초힐스 22층,6692,37.4831,126.9934,Ntopia,2020,500M,1,X,O,O,O,N,None
서울특별시 서초구,양재동,324-28-2,5,현대아파트 827동 2099호,6747,37.4734,127.0363,FTTH,2016,1G,5,O,X,X,O,N,None
서울특별시 서초구,양재동,385,8,서초프라임 21층,6747,37.4748,127.0389,FTTH,2021,100M,14,O,X,O,X,N,None
서울특별시 서초구,신원동,309,2,서초프라임 15층,6765,37.4674,127.0476,Ntopia,2017,500M,7,O,X,O,O,N,None
서울특별시 서초구,서초동,1329,9,신원로얄 484동 876호,6690,37.4926,127.0275,Ntopia,2025,1G,8,O,O,O,O,N,None
서울특별시 서초구,서초동,1498,2,서초프라임 11층,6690,37.4961,127.0203,FTTH,2024,100M,11,O,X,X,O,N,None
서울특별시 서초구,내곡동,627-1,4,신원로얄 442동 2603호,6800,37.4597,127.0421,Ntopia,2022,100M,11,O,O,X,X,Y,TV
서울특별시 서초구,서초동,1321,10,신원센트럴 11층,6690,37.4941,127.0248,Ntopia,2015,1G,3,X,O,O,X,N,None
서울특별시 서초구,서초동,1452,6,현대아파트 192동 373호,6690,37.4988,127.0203,Ntopia,2015,1G,0,X,X,X,O,N,None
서울특별시 서초구,서초동,1382,6,양재스퀘어 794동 1449호,6690,37.4919,127.0239,Ntopia,2023,100M,2,O,O,O,X,N,None
서울특별시 서초구,반포동,44,4,양재타워 198동 1230호,6504,37.5016,126.9935,Ntopia,2025,100M,14,X,X,O,X,N,None
서울특별시 서초구,내곡동,619,9,롯데캐슬 프레지던트 26층,6800,37.4501,127.0459,FTTH,2019,500M,15,X,O,O,O,Y,None
서울특별시 서초구,염곡동,196-8,3,삼성아파트 505동 632호,6766,37.4693,127.0369,Ntopia,2023,1G,2,O,O,O,O,N,None
서울특별시 서초구,서초동,1444,1,서초빌딩 9층,6690,37.4971,127.0232,FTTH,2016,1G,4,O,O,O,X,N,None
서울특별시 서초구,잠원동,109,7,래미안 리더스원 681동 1273호,6510,37.5195,127.0029,FTTH,2015,1G,11,O,O,O,X,Y,None
서울특별시 서초구,서초동,1375-14,4,양재파크뷰 206동 151호,6690,37.4923,127.028,Ntopia,2018,1G,0,O,O,O,O,N,None
서울특별시 서초구,내곡동,622,10,래미안 리더스원 8층,6800,37.4506,127.0423,Ntopia,2020,100M,4,O,X,O,O,N,None
서울특별시 서초구,잠원동,120,10,강남오피스텔 13층,6510,37.5167,127.0012,Ntopia,2022,10G,0,O,X,O,X,N,None
서울특별시 서초구,서초동,1429,1,양재타워 636동 2562호,6690,37.4943,127.0275,FTTH,2019,500M,5,X,X,O,O,N,None
서울특별시 서초구,우면동,767-3,5,반포센트럴 195동 1659호,6762,37.4669,127.0252,FTTH,2023,100M,12,X,O,X,X,N,TV
서울특별시 서초구,서초동,1450,8,서초빌딩 307동 1010호,6690,37.4902,127.0205,Ntopia,2020,500M,13,O,O,O,O,Y,None
서울특별시 서초구,서초동,1313-2-5,9,롯데캐슬 프레지던트 23층,6690,37.4999,127.0206,FTTH,2023,1G,5,O,O,O,X,N,None
서울특별시 서초구,내곡동,667,5,서초파크자이 664동 801호,6800,37.4598,127.0424,Ntopia,2022,100M,13,X,O,O,O,Y,None
서울특별시 서초구,내곡동,683,8,내곡휴먼빌 382동 2800호,6800,37.4513,127.0488,Ntopia,2015,1G,13,X,X,X,O,N,None
서울특별시 서초구,서초동,1485,5,서초힐스 4층,6690,37.4976,127.0299,Ntopia,2022,500M,9,X,O,X,X,N,TV
서울특별시 서초구,서초동,1495,4,양재파크뷰 14층,6690,37.4985,127.0251,Ntopia,2024,500M,9,X,O,O,X,N,None
서울특별시 서초구,잠원동,124-1,9,서초힐스 658동 204호,6510,37.5133,127,FTTH,2020,500M,3,O,X,O,O,N,None
서울특별시 서초구,우면동,761-26,2,염곡힐스테이트 16층,6762,37.46,127.0272,Ntopia,2022,100M,13,X,O,O,O,Y,None
서울특별시 서초구,잠원동,1961-08-02,1,서초파크자이 16층,6510,37.5145,127.0022,FTTH,2019,1G,9,O,O,X,O,N,TV
서울특별시 서초구,우면동,765,6,롯데캐슬 프레지던트 24층,6762,37.4652,127.03,FTTH,2022,500M,0,O,X,O,O,N,None
서울특별시 서초구,우면동,702-16-4,10,방배로얄 176동 1056호,6762,37.4666,127.0214,FTTH,2017,1G,11,O,O,X,X,Y,TV
서울특별시 서초구,내곡동,651,3,신원로얄 23층,6800,37.4543,127.047,FTTH,2016,1G,10,O,O,O,X,Y,None
서울특별시 서초구,서초동,1490,10,반포리체 28층,6690,37.4929,127.0286,FTTH,2021,500M,3,X,X,O,O,N,None
서울특별시 서초구,서초동,1342,4,우면프라임 23층,6690,37.4982,127.0208,Ntopia,2024,100M,11,X,O,O,O,N,None
서울특별시 서초구,양재동,227,9,방배그랑시티 897동 1643호,6747,37.4712,127.0318,FTTH,2016,500M,0,X,O,O,O,N,None
서울특별시 서초구,서초동,1313,3,서초로얄맨션 19층,6690,37.4954,127.0238,FTTH,2025,1G,2,X,O,X,O,N,TV
서울특별시 서초구,신원동,322,4,방배아트자이 30층,6765,37.4691,127.0474,FTTH,2024,500M,7,X,X,X,O,N,None
서울특별시 서초구,서초동,1477-5,3,우면스카이 14층,6690,37.496,127.0259,FTTH,2024,1G,3,X,O,O,O,N,None
서울특별시 서초구,서초동,1448-28,7,우면스카이 13층,6690,37.4911,127.0259,FTTH,2023,1G,4,X,X,X,O,N,None
서울특별시 서초구,내곡동,602-17,6,방배로얄 15층,6800,37.4557,127.0472,Ntopia,2018,1G,11,X,O,X,X,Y,TV
서울특별시 서초구,서초동,1349,4,양재스퀘어 1층,6690,37.499,127.0293,Ntopia,2016,500M,9,X,O,X,X,N,TV
서울특별시 서초구,서초동,1388,9,롯데캐슬 프레지던트 653동 751호,6690,37.4931,127.0215,FTTH,2025,1G,2,X,O,X,X,N,TV
서울특별시 서초구,내곡동,696,3,염곡힐스테이트 330동 2081호,6800,37.4546,127.0435,FTTH,2016,500M,10,O,X,O,X,N,None
서울특별시 서초구,서초동,1451-25,7,방배센트럴파크 20층,6690,37.4996,127.0264,Ntopia,2024,500M,1,X,O,X,X,N,TV
서울특별시 서초구,양재동,291,8,반포센트럴 354동 340호,6747,37.478,127.0385,FTTH,2023,100M,6,O,O,O,O,N,None
서울특별시 서초구,서초동,1405,7,반포센트럴 834동 278호,6690,37.4995,127.0201,Ntopia,2015,100M,5,O,X,O,X,N,None
서울특별시 서초구,서초동,1467,6,현대아파트 593동 2743호,6690,37.4973,127.0295,Ntopia,2016,100M,0,O,O,X,O,N,TV
서울특별시 서초구,신원동,387,4,롯데캐슬 프레지던트 346동 705호,6765,37.4646,127.0463,FTTH,2015,100M,5,X,O,X,O,N,TV
서울특별시 서초구,서초동,1491-23,2,잠원롯데캐슬 6층,6690,37.4985,127.0243,Ntopia,2018,1G,4,O,O,O,O,N,None
서울특별시 서초구,염곡동,131,7,서초프라임 12층,6766,37.4698,127.0331,Ntopia,2016,100M,7,X,O,O,O,N,None
서울특별시 서초구,방배동,826,2,서초파크자이 527동 567호,6692,37.484,126.9919,FTTH,2017,100M,7,O,X,O,O,N,None
서울특별시 서초구,서초동,1368,4,반포자이 15층,6690,37.4954,127.0203,FTTH,2021,100M,10,O,X,O,O,N,None
서울특별시 서초구,서초동,1338,7,반포리체 769동 2592호,6690,37.4936,127.0298,Ntopia,2022,100M,2,O,X,O,O,N,None
서울특별시 서초구,서초동,1316,10,서초타워 20층,6690,37.4967,127.0213,FTTH,2017,100M,1,O,O,O,O,N,None
서울특별시 서초구,서초동,1304-14,8,양재타워 162동 2679호,6690,37.491,127.0296,Ntopia,2016,100M,9,O,O,X,X,N,TV
서울특별시 서초구,서초동,1382,7,서초파크자이 103동 185호,6690,37.4943,127.0297,Ntopia,2023,1G,8,O,O,X,O,N,TV
서울특별시 서초구,서초동,1381,7,우면스카이 765동 2558호,6690,37.491,127.0223,Ntopia,2018,1G,3,X,X,X,O,N,None
서울특별시 서초구,서초동,1432,5,내곡휴먼빌 2층,6690,37.4911,127.0278,Ntopia,2022,10G,11,X,O,X,O,Y,TV
서울특별시 서초구,서초동,1333,5,잠원롯데캐슬 13층,6690,37.4954,127.0237,Ntopia,2020,500M,12,O,X,X,X,N,None
서울특별시 서초구,서초동,1320,2,내곡그린 25층,6690,37.4998,127.0296,Ntopia,2018,1G,8,X,O,O,X,N,None
서울특별시 서초구,서초동,1483,5,방배그랑시티 14층,6690,37.4907,127.0221,FTTH,2019,500M,13,X,O,X,O,Y,TV
서울특별시 서초구,내곡동,600-2,9,현대아파트 6층,6800,37.4542,127.0491,Ntopia,2016,500M,12,X,X,X,O,N,None
서울특별시 서초구,잠원동,124,6,잠원롯데캐슬 813동 2700호,6510,37.5141,127.0047,FTTH,2015,100M,3,O,X,X,X,N,None
서울특별시 서초구,서초동,1321,7,염곡힐스테이트 258동 2311호,6690,37.4935,127.0268,FTTH,2025,100M,8,O,X,O,X,N,None
서울특별시 서초구,서초동,1342-13,1,우면스카이 27층,6690,37.4923,127.0278,Ntopia,2021,500M,3,O,O,X,O,N,TV
서울특별시 서초구,염곡동,145,9,잠원롯데캐슬 23층,6766,37.461,127.036,Ntopia,2015,1G,9,X,X,X,O,N,None
서울특별시 서초구,서초동,1474,8,삼성아파트 882동 363호,6690,37.4971,127.0265,Ntopia,2024,1G,13,O,O,O,O,N,None
서울특별시 서초구,내곡동,641-24-5,8,래미안 리더스원 22층,6800,37.4546,127.0426,Ntopia,2017,1G,3,X,O,X,X,N,TV
서울특별시 서초구,서초동,1315,9,서초파크자이 422동 728호,6690,37.4923,127.0276,FTTH,2022,500M,4,O,O,O,X,N,None
서울특별시 서초구,반포동,64,6,서초힐스 752동 1095호,6504,37.5004,126.9982,Ntopia,2025,500M,13,X,X,X,O,N,None
서울특별시 서초구,우면동,784,4,반포리체 382동 1277호,6762,37.4646,127.0225,Ntopia,2018,100M,2,O,O,X,O,N,TV
서울특별시 서초구,방배동,837-2-5,4,잠원파크빌 743동 209호,6692,37.4887,126.9984,Ntopia,2018,100M,5,X,O,O,O,N,None
서울특별시 서초구,양재동,400,10,서초그랑자이 25층,6747,37.4798,127.0368,Ntopia,2018,100M,4,O,X,O,X,N,None
서울특별시 서초구,서초동,1398,2,반포자이 11층,6690,37.4936,127.0284,Ntopia,2018,10G,2,O,X,X,O,N,None
서울특별시 서초구,신원동,318,9,신원로얄 7층,6765,37.4632,127.0447,FTTH,2024,1G,5,O,O,O,O,N,None
서울특별시 서초구,서초동,1325,7,방배로얄 640동 1061호,6690,37.4984,127.0224,FTTH,2016,100M,10,X,O,X,O,Y,TV
서울특별시 서초구,서초동,1336,7,서초프라임 15층,6690,37.495,127.0299,Ntopia,2016,1G,14,O,X,O,O,N,None
서울특별시 서초구,서초동,1308,10,양재파크뷰 13층,6690,37.4998,127.0272,FTTH,2025,500M,1,O,X,O,X,N,None
서울특별시 서초구,서초동,1427,2,내곡그린 9층,6690,37.4964,127.0213,FTTH,2017,1G,1,O,O,O,O,N,None
서울특별시 서초구,잠원동,64,9,방배센트럴파크 1층,6510,37.5124,127.0053,FTTH,2023,1G,13,O,O,O,O,N,None
서울특별시 서초구,서초동,1415,3,내곡그린 607동 2679호,6690,37.4937,127.0239,Ntopia,2018,500M,2,X,O,O,X,N,None
서울특별시 서초구,서초동,1305,7,잠원롯데캐슬 634동 1163호,6690,37.4984,127.0295,FTTH,2018,1G,8,O,O,X,O,N,TV
서울특별시 서초구,서초동,1396,5,현대아파트 470동 1974호,6690,37.4943,127.0251,Ntopia,2016,1G,8,X,X,X,O,N,None
서울특별시 서초구,반포동,28,2,반포리체 7층,6504,37.5038,126.9961,FTTH,2025,1G,0,O,O,X,O,N,TV
서울특별시 서초구,방배동,821,5,방배그랑시티 172동 2959호,6692,37.4844,126.9993,Ntopia,2024,1G,15,X,X,O,O,N,None
서울특별시 서초구,염곡동,109,4,방배센트럴파크 13층,6766,37.4655,127.0394,FTTH,2020,10G,3,X,O,O,X,N,None
서울특별시 서초구,방배동,998,8,잠원파크빌 9층,6692,37.4813,126.9931,Ntopia,2015,1G,6,X,O,O,X,N,None
서울특별시 서초구,서초동,1458,6,방배로얄 18층,6690,37.4915,127.022,FTTH,2020,500M,1,O,X,X,X,N,None
서울특별시 서초구,서초동,1419-12-3,8,서초로얄맨션 9층,6690,37.491,127.0278,FTTH,2023,100M,15,O,O,X,X,N,TV
서울특별시 서초구,서초동,1440,4,서초힐스 483동 2050호,6690,37.4988,127.0201,FTTH,2019,100M,4,O,O,X,X,N,TV
서울특별시 서초구,양재동,363,10,서초그랑자이 3층,6747,37.4794,127.0301,Ntopia,2017,500M,5,X,X,O,X,N,None
서울특별시 서초구,잠원동,67,1,신원센트럴 461동 2705호,6510,37.5176,127.01,Ntopia,2022,500M,4,O,O,X,O,N,TV
서울특별시 서초구,반포동,72,4,양재스퀘어 519동 2270호,6504,37.5092,126.9974,Ntopia,2015,1G,12,X,O,O,O,Y,None
서울특별시 서초구,내곡동,667-16,10,롯데캐슬 프레지던트 470동 1449호,6800,37.4585,127.0466,FTTH,2017,500M,0,O,X,O,O,N,None
서울특별시 서초구,방배동,863,9,서초프라임 742동 845호,6692,37.4889,126.9975,Ntopia,2023,500M,10,X,X,X,O,N,None
서울특별시 서초구,염곡동,145,10,양재스퀘어 21층,6766,37.4662,127.0398,FTTH,2024,500M,4,X,X,X,O,N,None
서울특별시 서초구,내곡동,657,9,서초빌딩 13층,6800,37.4575,127.0497,Ntopia,2016,500M,1,O,X,X,X,N,None
서울특별시 서초구,서초동,1481,9,롯데캐슬 프레지던트 805동 1978호,6690,37.4952,127.0281,Ntopia,2018,100M,8,O,O,X,O,N,TV
서울특별시 서초구,서초동,1476,8,양재파크뷰 5층,6690,37.4901,127.0209,Ntopia,2024,500M,9,O,O,X,O,N,TV
서울특별시 서초구,서초동,1404,5,서초그랑자이 498동 2359호,6690,37.4906,127.0248,Ntopia,2019,500M,13,X,O,O,O,Y,None
서울특별시 서초구,내곡동,676,1,방배아트자이 20층,6800,37.4501,127.0482,FTTH,2021,1G,7,O,X,O,O,N,None
서울특별시 서초구,서초동,1446,1,내곡그린 123동 2113호,6690,37.4993,127.0263,FTTH,2017,500M,13,X,O,X,O,Y,TV
서울특별시 서초구,서초동,1492,8,반포힐탑 11층,6690,37.4997,127.0295,Ntopia,2019,100M,1,O,O,X,O,N,TV
서울특별시 서초구,서초동,1418,4,강남오피스텔 188동 2783호,6690,37.4979,127.027,Ntopia,2025,1G,12,X,X,X,O,N,None
서울특별시 서초구,서초동,1450-7,5,방배센트럴파크 4층,6690,37.4938,127.0237,FTTH,2017,1G,13,O,O,X,X,Y,TV
서울특별시 서초구,서초동,1314,4,현대아파트 13층,6690,37.4989,127.0231,Ntopia,2020,1G,13,X,O,O,O,Y,None
서울특별시 서초구,양재동,233,4,롯데캐슬 프레지던트 13층,6747,37.4745,127.0361,Ntopia,2021,1G,9,X,O,O,O,N,None
서울특별시 서초구,내곡동,616-24-1,9,서초로얄맨션 275동 2794호,6800,37.4512,127.0401,FTTH,2018,100M,8,X,X,X,O,N,None
서울특별시 서초구,신원동,311,9,양재스퀘어 17층,6765,37.4677,127.0446,Ntopia,2021,100M,5,O,X,O,O,N,None
서울특별시 서초구,서초동,1327,8,반포리체 877동 2736호,6690,37.4961,127.0232,FTTH,2021,100M,8,O,X,O,O,N,None
서울특별시 서초구,서초동,1313-12,10,롯데캐슬 프레지던트 18층,6690,37.4956,127.0276,Ntopia,2017,500M,3,O,X,O,X,N,None
서울특별시 서초구,잠원동,148,4,롯데캐슬 프레지던트 4층,6510,37.5127,127.0045,Ntopia,2017,500M,8,O,X,O,X,N,None
서울특별시 서초구,잠원동,127,6,삼성아파트 30층,6510,37.5157,127.008,Ntopia,2022,1G,10,X,X,X,O,N,None
서울특별시 서초구,서초동,1347-16,9,서초프라임 25층,6690,37.4906,127.0295,FTTH,2019,500M,14,O,X,O,O,N,None
서울특별시 서초구,서초동,1307-17,10,반포센트럴 3층,6690,37.4967,127.0244,Ntopia,2017,500M,7,O,X,O,X,N,None
서울특별시 서초구,서초동,1390-30,6,서초타워 3층,6690,37.4957,127.0239,FTTH,2022,500M,8,O,X,X,X,N,None
서울특별시 서초구,신원동,324,1,양재타워 373동 2058호,6765,37.4619,127.047,Ntopia,2017,100M,11,O,X,X,X,N,None
서울특별시 서초구,서초동,1456,8,반포힐탑 867동 698호,6690,37.4925,127.0289,Ntopia,2023,500M,13,O,O,O,X,N,None
서울특별시 서초구,서초동,1348,3,반포힐탑 734동 1502호,6690,37.493,127.0222,FTTH,2019,500M,5,X,O,X,O,N,TV
서울특별시 서초구,서초동,1367,2,우면스카이 476동 442호,6690,37.4983,127.0222,FTTH,2024,500M,5,X,O,O,O,N,None
서울특별시 서초구,우면동,729,6,강남오피스텔 514동 1182호,6762,37.4621,127.0237,Ntopia,2017,500M,7,X,X,X,O,N,None
서울특별시 서초구,방배동,955,6,강남오피스텔 301동 1159호,6692,37.4823,126.9945,FTTH,2023,500M,10,X,O,X,X,N,TV
서울특별시 서초구,서초동,1350,9,서초프라임 30층,6690,37.4987,127.0244,FTTH,2017,100M,10,X,O,X,O,Y,TV
서울특별시 서초구,서초동,1432,9,양재파크뷰 487동 1837호,6690,37.4975,127.0242,FTTH,2025,1G,14,O,X,X,X,N,None
서울특별시 서초구,잠원동,118-21-3,9,우면스카이 646동 1200호,6510,37.5124,127.0064,Ntopia,2021,500M,3,X,X,O,X,N,None
서울특별시 서초구,서초동,1376,1,서초파크자이 875동 1220호,6690,37.4987,127.0227,FTTH,2024,100M,3,O,O,O,O,N,None
서울특별시 서초구,반포동,18,9,서초타워 667동 2824호,6504,37.5074,126.9942,Ntopia,2023,100M,4,O,O,X,O,N,TV
서울특별시 서초구,방배동,931,7,서초그랑자이 20층,6692,37.4864,126.996,FTTH,2025,500M,12,O,O,O,O,N,None
서울특별시 서초구,우면동,743,6,방배로얄 196동 2626호,6762,37.4672,127.0229,Ntopia,2022,1G,2,X,X,O,O,N,None
서울특별시 서초구,서초동,1363-22,2,내곡그린 618동 1302호,6690,37.4962,127.0211,FTTH,2018,500M,9,O,X,O,O,N,None
서울특별시 서초구,우면동,748,7,방배아트자이 3층,6762,37.4653,127.0283,FTTH,2016,500M,2,O,X,O,X,N,None
서울특별시 서초구,서초동,1470,8,내곡그린 524동 332호,6690,37.4989,127.0268,Ntopia,2018,500M,15,O,O,O,X,Y,None
서울특별시 서초구,서초동,1359,2,염곡힐스테이트 105동 2928호,6690,37.499,127.0278,Ntopia,2022,500M,12,O,X,O,X,N,None
서울특별시 서초구,방배동,817,1,서초타워 30층,6692,37.4864,126.9957,Ntopia,2021,100M,4,O,O,O,O,N,None
서울특별시 서초구,염곡동,186,2,방배그랑시티 26층,6766,37.4625,127.0396,Ntopia,2022,100M,8,X,X,X,O,N,None
서울특별시 서초구,신원동,330,4,서초빌딩 22층,6765,37.4678,127.0423,Ntopia,2020,500M,13,O,O,O,O,Y,None
서울특별시 서초구,서초동,1401,10,염곡파인힐 14층,6690,37.4966,127.0262,FTTH,2018,500M,0,X,X,X,O,N,None
서울특별시 서초구,염곡동,172,2,염곡파인힐 30층,6766,37.4674,127.039,FTTH,2021,100M,14,O,X,X,X,N,None
서울특별시 서초구,방배동,942,8,래미안 리더스원 747동 109호,6692,37.4885,126.9952,FTTH,2019,1G,12,X,X,X,X,N,None
서울특별시 서초구,서초동,1398,9,강남오피스텔 121동 1663호,6690,37.4977,127.0264,FTTH,2021,500M,5,O,X,O,O,N,None
서울특별시 서초구,서초동,1489-6,5,서초힐스 592동 989호,6690,37.499,127.0261,Ntopia,2020,1G,14,O,O,X,X,Y,TV
서울특별시 서초구,양재동,255-24,9,우면스카이 184동 2882호,6747,37.4707,127.037,Ntopia,2025,1G,3,O,O,O,X,N,None
서울특별시 서초구,서초동,1412-19,5,내곡그린 327동 149호,6690,37.498,127.0219,Ntopia,2015,100M,1,O,O,X,O,N,TV
서울특별시 서초구,서초동,1475,6,서초타워 1층,6690,37.495,127.0295,FTTH,2024,1G,13,O,O,X,O,N,TV
서울특별시 서초구,내곡동,657,3,반포자이 878동 1056호,6800,37.4573,127.0433,Ntopia,2022,1G,15,O,O,O,O,Y,None
서울특별시 서초구,서초동,1435,3,반포리체 4층,6690,37.4975,127.0297,FTTH,2018,100M,7,X,O,X,O,N,TV
서울특별시 서초구,방배동,927,8,신원로얄 398동 2551호,6692,37.4889,126.9917,Ntopia,2019,500M,12,X,X,X,O,N,None
서울특별시 서초구,우면동,775,2,염곡파인힐 4층,6762,37.4692,127.0216,Ntopia,2025,500M,11,X,O,X,O,N,TV
서울특별시 서초구,양재동,209,10,서초빌딩 336동 1294호,6747,37.4763,127.0346,Ntopia,2022,500M,7,O,X,O,O,N,None
서울특별시 서초구,반포동,72,6,양재스퀘어 788동 2936호,6504,37.5009,126.9985,FTTH,2022,1G,6,X,X,O,X,N,None
서울특별시 서초구,서초동,1355,7,반포리체 491동 413호,6690,37.4932,127.0295,Ntopia,2020,500M,7,X,O,O,O,N,None
서울특별시 서초구,반포동,21,9,서초로얄맨션 5층,6504,37.5035,126.9974,FTTH,2016,1G,11,X,O,O,O,Y,None
서울특별시 서초구,서초동,1475,7,반포센트럴 749동 2981호,6690,37.4999,127.0271,Ntopia,2019,500M,8,O,X,X,O,N,None
서울특별시 서초구,잠원동,99,2,서초빌딩 5층,6510,37.5113,127.0077,FTTH,2021,100M,13,O,O,X,X,Y,TV
서울특별시 서초구,반포동,75-19-4,8,방배아트자이 246동 1304호,6504,37.5023,126.9901,FTTH,2018,1G,10,O,X,O,O,N,None
서울특별시 서초구,방배동,864,3,우면스카이 11층,6692,37.4875,126.9964,Ntopia,2018,100M,9,O,O,X,O,N,TV
서울특별시 서초구,서초동,1374,6,염곡파인힐 231동 2071호,6690,37.4993,127.0278,Ntopia,2020,1G,10,X,O,O,O,Y,None
서울특별시 서초구,반포동,33,3,양재타워 1층,6504,37.5016,126.9943,Ntopia,2019,1G,5,O,X,O,O,N,None
서울특별시 서초구,양재동,278-3,2,내곡그린 580동 862호,6747,37.4734,127.0386,FTTH,2023,500M,7,O,O,O,X,N,None
서울특별시 서초구,신원동,382,9,잠원파크빌 25층,6765,37.4626,127.0425,Ntopia,2019,1G,1,X,O,O,O,N,None
서울특별시 서초구,내곡동,691,4,서초힐스 262동 1612호,6800,37.4539,127.0449,Ntopia,2020,500M,6,O,X,O,O,N,None
서울특별시 서초구,서초동,1398,8,염곡파인힐 796동 846호,6690,37.4943,127.0242,Ntopia,2022,500M,8,X,O,O,X,N,None
서울특별시 서초구,서초동,1352,5,내곡그린 188동 2351호,6690,37.4916,127.0292,FTTH,2023,500M,12,X,X,X,O,N,None
서울특별시 서초구,서초동,1308,8,현대아파트 725동 1213호,6690,37.4943,127.0273,FTTH,2024,1G,13,O,X,X,O,N,None
서울특별시 서초구,서초동,1355-14-3,8,반포자이 10층,6690,37.4944,127.0246,Ntopia,2023,1G,6,O,O,X,O,N,TV
서울특별시 서초구,서초동,1493,8,양재스퀘어 15층,6690,37.4993,127.0266,FTTH,2020,100M,7,O,X,X,O,N,None
서울특별시 서초구,반포동,89,1,신원센트럴 587동 771호,6504,37.5098,126.9975,FTTH,2016,1G,3,O,O,X,X,N,TV
서울특별시 서초구,서초동,1476-8,3,방배로얄 847동 2664호,6690,37.4985,127.0216,Ntopia,2023,1G,3,X,X,X,O,N,None
서울특별시 서초구,서초동,1451-11,6,우면프라임 814동 1291호,6690,37.4921,127.025,Ntopia,2021,100M,6,X,X,O,O,N,None
서울특별시 서초구,염곡동,128,3,서초프라임 21층,6766,37.4647,127.0385,FTTH,2016,1G,14,X,X,X,O,N,None
서울특별시 서초구,내곡동,649,9,반포리체 22층,6800,37.4561,127.0455,Ntopia,2020,10G,9,X,O,O,X,N,None
서울특별시 서초구,서초동,1313-14-3,7,서초타워 309동 1175호,6690,37.4919,127.0221,FTTH,2022,1G,11,O,X,O,O,N,None
서울특별시 서초구,우면동,711,7,내곡휴먼빌 7층,6762,37.4606,127.023,Ntopia,2023,500M,4,X,O,O,O,N,None
서울특별시 서초구,반포동,38,7,우면프라임 567동 276호,6504,37.5026,126.9935,Ntopia,2019,1G,14,O,X,O,O,N,None
서울특별시 서초구,신원동,388-25,4,반포센트럴 841동 2024호,6765,37.4623,127.0457,Ntopia,2019,1G,11,X,O,X,O,Y,TV
서울특별시 서초구,서초동,1372-7-2,9,우면프라임 265동 500호,6690,37.4947,127.0277,FTTH,2025,1G,8,O,X,O,O,N,None
서울특별시 서초구,신원동,377,2,잠원파크빌 22층,6765,37.4651,127.0484,Ntopia,2017,100M,5,O,X,X,O,N,None
서울특별시 서초구,서초동,1332,8,방배센트럴파크 460동 1230호,6690,37.4961,127.03,FTTH,2021,500M,14,O,X,O,O,N,None
서울특별시 서초구,서초동,1393,1,래미안 리더스원 27층,6690,37.4923,127.0285,Ntopia,2017,1G,13,O,O,O,X,Y,None
서울특별시 서초구,우면동,750,3,신원센트럴 16층,6762,37.4622,127.0201,FTTH,2016,10G,5,O,O,X,O,N,TV
서울특별시 서초구,서초동,1332,8,양재스퀘어 836동 1259호,6690,37.4973,127.0256,FTTH,2020,500M,3,X,X,X,O,N,None
